catchment_id,downstream_id,basin_id,longitude,latitude,upstream_area_km2,is_river_mouth,flow_status_row,flow_status_col,point_flow_status,nearest_water_distance_km,match_class
5351907,5355508,53208,117.4695816040039,39.235416412353516,70925.63968,0,2516,5753,1,0.4734642241519379,on intermittent
5371768,5371767,53208,118.4487533569336,33.200416564941406,148999.7824,0,3248,5872,2,0.0839315370336782,on perennial
5353713,5355513,53208,117.49958038330078,38.63291549682617,46836.781056,0,2589,5757,2,0.4128640939742521,on perennial
5375299,5375300,53208,118.66958618164062,39.9779167175293,38127.337472,0,2426,5899,1,0.3999166963962651,on intermittent
5332209,5332208,53208,116.21708679199219,29.143749237060547,142119.256064,0,3740,5602,1,0.46928135674250326,on intermittent
4955955,4957755,53208,95.39958190917969,34.43791580200195,112989.192192,0,3098,3078,1,0.18926979114059625,on intermittent
5036962,5038762,53208,99.89375305175781,33.7095832824707,48144.216064,0,3186,3623,1,0.1995492417203248,on intermittent
5045988,5045989,53208,100.31708526611328,31.09291648864746,36184.354816,0,3503,3674,2,0.4268067817574841,on perennial
5080203,5078403,53208,102.16708374023438,29.63458251953125,59480.825856,0,3680,3899,0,0.45426945114715195,near water
5148583,5148584,53208,106.03791809082031,31.56458282470703,68911.702016,0,3446,4368,2,0.28884455462490427,on perennial
5207954,5209754,53208,109.44625091552734,34.555416107177734,102746.267648,0,3084,4781,1,0.300726764843088,on intermittent
5191815,5191814,53208,108.48041534423828,28.50208282470703,52415.279104,0,3817,4664,2,0.4278377380729968,on perennial
5231372,5231371,53208,110.67041778564453,32.81458282470703,73797.05856,0,3295,4929,2,0.3333709345313314,on perennial
5226016,5226015,53208,110.38458251953125,28.415416717529297,59701.088256,0,3828,4895,1,0.32758574883096625,on intermittent
5272817,5272816,53208,112.944580078125,28.299583435058594,91101.847552,0,3842,5205,2,0.08120476817962548,on perennial
5355508,5357308,53208,117.5995864868164,39.167083740234375,71591.149568,0,2525,5769,2,0.2926706785502806,on perennial
5371767,5373567,53208,118.51875305175781,33.26625061035156,149127.184384,0,3240,5881,2,0.339326525354598,on perennial
5355513,5357314,53208,117.56625366210938,38.61541748046875,65734.22592,0,2592,5765,2,0.40123608838616365,on perennial
5375300,5377100,53208,118.71708679199219,39.95541763305664,38243.47136,0,2429,5905,2,0.31076651860664223,on perennial
5332208,5332207,53208,116.22958374023438,29.199583053588867,142792.78592,0,3733,5603,2,0.12681271783530437,on perennial
4957755,4957756,53208,95.45375061035156,34.381248474121094,113086.201856,0,3105,3085,1,0.23411589523556064,on intermittent
5038762,5038763,53208,99.93958282470703,33.700416564941406,48254.23872,0,3187,3629,0,0.5106451825225876,near water
5045989,5045990,53208,100.31625366210938,30.999584197998047,36346.01984,0,3515,3674,2,0.3144410941168174,on perennial
5078403,5078404,53208,102.17708587646484,29.582082748413086,60407.504896,0,3687,3900,2,0.4822402350033759,on perennial
5148584,5148585,53208,106.01541900634766,31.48041534423828,69878.751232,0,3456,4365,2,0.38471933278663367,on perennial
5209754,5211554,53208,109.49958038330078,34.556251525878906,102880.468992,0,3084,4787,1,0.4498309276418347,on intermittent
5191814,5193613,53208,108.49958038330078,28.581249237060547,53157.666816,0,3808,4666,2,0.17903410729544136,on perennial
5231371,5233171,53208,110.7562484741211,32.852081298828125,73882.17344,0,3290,4940,2,0.3047845107916237,on perennial
5226015,5227815,53208,110.39958190917969,28.450416564941406,79536.627712,0,3824,4896,2,0.44056034859262605,on perennial
5272816,5271016,53208,112.87708282470703,28.352083206176758,91360.108544,0,3836,5197,2,0.4213968661093549,on perennial
5357308,5359109,53208,117.70708465576172,39.12541580200195,75522.310144,0,2530,5782,2,0.25951920127109657,on perennial
5373567,5375367,53208,118.5995864868164,33.28291702270508,149765.98016,0,3238,5890,2,0.2818088343370997,on perennial
5357314,5357314,53208,117.617919921875,38.55125045776367,65754.464256,1,2599,5771,2,0.41506132638838594,on perennial
