catchment_id,downstream_id,basin_id,longitude,latitude,upstream_area_km2,hyriv_id,distance_m,nearest_distance_m,second_distance_m,downstream_support,upstream_support,match_status
5465249,5467049,53394,123.6995849609375,45.0595817565918,13229.98784,,,,,0,0,no_candidate
5465250,5465249,53394,123.65291595458984,45.04791641235352,13166.488576,,,,,0,0,no_candidate
5465266,5463467,53394,123.55874633789062,43.23875045776367,131364.00384,40247744.0,54.89613432017319,54.89613432017319,422.24799085545857,1,1,candidate
5465267,5465268,53394,123.6579132080078,43.19208526611328,10813.607936,40249363.0,8673.25658550876,8673.25658550876,9022.684473831358,1,1,ambiguous
5465268,5465269,53394,123.62374877929688,43.10041809082031,10957.343744,40252435.0,6370.077028720853,6370.077028720853,7219.7333915366435,1,1,ambiguous
5465269,5463470,53394,123.55874633789062,43.00624847412109,11042.364416,40257181.0,3234.7439953888556,3234.7439953888556,3261.0095356733095,1,1,ambiguous
5465273,5467074,53394,123.67208099365234,42.60041809082031,154591.182848,40270333.0,165.09618373691345,165.09618373691345,1269.7193354849014,1,1,candidate
5465276,5465277,53394,123.64041900634766,42.3004150390625,163452.731392,40280463.0,110.08635565922576,110.08635565922576,285.94469435209226,1,1,candidate
5465277,5463477,53394,123.57041931152344,42.23541641235352,164585.209856,40283669.0,165.43671385952368,165.43671385952368,2803.0087143433766,1,1,candidate
5466965,5468765,53394,123.86541748046876,53.48541641235352,395856.412672,40013714.0,0.028303783764634736,0.028303783764634736,55.372215003396875,1,1,ambiguous
5466967,5468767,53394,123.8004150390625,53.27708435058594,15492.529152,40014637.0,19605.311179750697,19605.311179750697,,1,0,candidate
5467007,5465208,53394,123.69791412353516,49.16958236694336,16743.615488,40074905.0,203.23254741274175,203.23254741274175,823.5229963351296,1,0,candidate
5467009,5467010,53394,123.78624725341795,48.99874877929688,17998.815232,40078260.0,865.7578199190172,865.7578199190172,1082.9037625468122,1,1,candidate
5467010,5468810,53394,123.7995834350586,48.9595832824707,18148.835328,40079990.0,305.8119616555166,305.8119616555166,701.1874502117216,1,1,candidate
5467027,5465228,53394,123.6379165649414,47.17958450317383,123884.888064,40120212.0,278.06585479892885,278.06585479892885,1254.3676597571227,1,1,candidate
5467032,5467033,53394,123.76041412353516,46.700416564941406,162600.665088,40133153.0,157.63760286197828,157.63760286197828,909.3499838507644,1,1,candidate
5467033,5468834,53394,123.79792022705078,46.60041809082031,162687.123456,40135818.0,158.022580557604,158.022580557604,423.1723388415226,1,1,candidate
5467041,5468841,53394,123.8312530517578,45.848751068115234,10782.983168,40163006.0,13722.333330529138,13722.333330529138,13735.69399147022,0,1,ambiguous
5467042,5468842,53394,123.81124877929688,45.73374938964844,31507.918848,40163006.0,1540.7170548393124,1540.7170548393124,1667.121710728364,1,1,ambiguous
5467047,5468847,53394,123.83208465576172,45.27708435058594,16086.460416,,,,,0,0,no_candidate
5467048,5468848,53394,123.81291961669922,45.1754150390625,13338.450944,,,,,0,0,no_candidate
5467049,5467048,53394,123.75875091552734,45.09958267211914,13288.040448,,,,,0,0,no_candidate
5467064,5467065,53394,123.74041748046876,43.4345817565918,10001.24928,40242266.0,10811.471078529788,10811.471078529788,10908.862445740504,1,0,ambiguous
5467065,5467066,53394,123.7004165649414,43.40208435058594,10427.573248,40247744.0,6254.728072174683,6254.728072174683,6953.114357651611,1,1,ambiguous
5467066,5467067,53394,123.69708251953124,43.30125045776367,10596.291584,40247744.0,7370.228472923491,7370.228472923491,12261.838744274324,1,1,candidate
5467067,5465267,53394,123.6687469482422,43.26874923706055,10694.546432,40247744.0,7754.0035729153215,7754.0035729153215,9857.544866769089,1,1,candidate
